TIME[UTC],LAT[deg],LON[deg],ALT[km]
1 Jan 2020 20:21:09.000000000,-54.9652738979754,-54.4281507331466,614.300226154288
1 Jan 2020 20:21:10.000000000,-54.9051929333858,-54.4584009191686,614.27908120018
1 Jan 2020 20:21:11.000000000,-54.8451056776806,-54.4885737160342,614.257918375122
1 Jan 2020 20:21:12.000000000,-54.7850121589428,-54.5186695178604,614.236737777943
1 Jan 2020 20:21:13.000000000,-54.7249124050674,-54.5486887162028,614.215539507562
1 Jan 2020 20:21:14.000000000,-54.6648064437624,-54.5786317000716,614.194323662981
1 Jan 2020 20:21:15.000000000,-54.6046943025513,-54.6084988559492,614.173090343283
1 Jan 2020 20:21:16.000000000,-54.5445760087737,-54.6382905678182,614.15183964764
1 Jan 2020 20:21:17.000000000,-54.4844515895876,-54.6680072171735,614.130571675306
1 Jan 2020 20:21:18.000000000,-54.4243210719705,-54.6976491830462,614.10928652562
1 Jan 2020 20:21:19.000000000,-54.3641844827209,-54.7272168420215,614.087984297998
1 Jan 2020 20:21:20.000000000,-54.30404184846,-54.7567105682638,614.066665091948
1 Jan 2020 20:21:21.000000000,-54.2438931956332,-54.7861307335226,614.04532900705
1 Jan 2020 20:21:22.000000000,-54.1837385505113,-54.8154777071674,614.023976142974
1 Jan 2020 20:21:23.000000000,-54.1235779391922,-54.8447518561984,614.002606599464
1 Jan 2020 20:21:24.000000000,-54.0634113876023,-54.8739535452622,613.98122047635
1 Jan 2020 20:21:25.000000000,-54.0032389214976,-54.9030831366793,613.959817873536
1 Jan 2020 20:21:26.000000000,-53.9430605664659,-54.9321409904524,613.938398891014
1 Jan 2020 20:21:27.000000000,-53.8828763479271,-54.9611274642948,613.916963628851
1 Jan 2020 20:21:28.000000000,-53.8226862911357,-54.9900429136381,613.895512187189
1 Jan 2020 20:21:29.000000000,-53.7624904211812,-55.0188876916618,613.87404466625
1 Jan 2020 20:21:30.000000000,-53.7022887629903,-55.0476621492953,613.852561166342
1 Jan 2020 20:21:31.000000000,-53.6420813413276,-55.0763666352523,613.831061787837
1 Jan 2020 20:21:32.000000000,-53.5818681807971,-55.1050014960394,613.809546631196
1 Jan 2020 20:21:33.000000000,-53.5216493058439,-55.1335670759704,613.788015796949
1 Jan 2020 20:21:34.000000000,-53.461424740755,-55.1620637171924,613.766469385703
1 Jan 2020 20:21:35.000000000,-53.4011945096609,-55.1904917596928,613.744907498144
1 Jan 2020 20:21:36.000000000,-53.3409586365367,-55.2188515413257,613.723330235027
1 Jan 2020 20:21:37.000000000,-53.2807171452035,-55.247143397819,613.70173769719
1 Jan 2020 20:21:38.000000000,-53.2204700593296,-55.2753676628017,613.680129985535
1 Jan 2020 20:21:39.000000000,-53.1602174024318,-55.303524667805,613.658507201048
1 Jan 2020 20:21:40.000000000,-53.0999591978766,-55.3316147422957,613.636869444776
1 Jan 2020 20:21:41.000000000,-53.0396954688815,-55.3596382136821,613.615216817854
1 Jan 2020 20:21:42.000000000,-52.9794262385159,-55.3875954073286,613.593549421474
1 Jan 2020 20:21:43.000000000,-52.9191515297027,-55.4154866465792,613.571867356912
1 Jan 2020 20:21:44.000000000,-52.8588713652194,-55.4433122527637,613.550170725504
1 Jan 2020 20:21:45.000000000,-52.7985857676991,-55.4710725452229,613.528459628669
1 Jan 2020 20:21:46.000000000,-52.7382947596318,-55.4987678413139,613.506734167887
1 Jan 2020 20:21:47.000000000,-52.6779983633655,-55.5263984564364,613.484994444711
1 Jan 2020 20:21:48.000000000,-52.6176966011074,-55.5539647040331,613.463240560766
1 Jan 2020 20:21:49.000000000,-52.5573894949251,-55.5814668956218,613.441472617739
1 Jan 2020 20:21:50.000000000,-52.4970770667475,-55.6089053407949,613.419690717394
1 Jan 2020 20:21:51.000000000,-52.4367593383662,-55.6362803472447,613.397894961555
1 Jan 2020 20:21:52.000000000,-52.3764363314363,-55.6635922207736,613.376085452121
1 Jan 2020 20:21:53.000000000,-52.3161080674777,-55.6908412653048,613.354262291054
1 Jan 2020 20:21:54.000000000,-52.2557745678763,-55.7180277829056,613.33242558038
1 Jan 2020 20:21:55.000000000,-52.1954358538847,-55.7451520737909,613.310575422196
1 Jan 2020 20:21:56.000000000,-52.1350919466236,-55.7722144363493,613.288711918668
1 Jan 2020 20:21:57.000000000,-52.0747428670827,-55.799215167141,613.266835172013
1 Jan 2020 20:21:58.000000000,-52.0143886361217,-55.8261545609298,613.244945284527
1 Jan 2020 20:21:59.000000000,-51.9540292744715,-55.8530329106825,613.223042358564
1 Jan 2020 20:22:00.000000000,-51.8936648027352,-55.8798505075877,613.201126496543
1 Jan 2020 20:22:01.000000000,-51.8332952413889,-55.9066076410726,613.179197800946
1 Jan 2020 20:22:02.000000000,-51.7729206107829,-55.9333045988078,613.157256374317
1 Jan 2020 20:22:03.000000000,-51.7125409311429,-55.9599416667305,613.135302319265
1 Jan 2020 20:22:04.000000000,-51.6521562225703,-55.986519129047,613.113335738457
1 Jan 2020 20:22:05.000000000,-51.5917665050441,-56.0130372682563,613.091356734625
1 Jan 2020 20:22:06.000000000,-51.531371798421,-56.0394963651524,613.069365410558
1 Jan 2020 20:22:07.000000000,-51.470972122437,-56.0658966988485,613.047361869114
1 Jan 2020 20:22:08.000000000,-51.4105674967082,-56.0922385467742,613.025346213198
1 Jan 2020 20:22:09.000000000,-51.3501579407314,-56.1185221847048,613.003318545782
1 Jan 2020 20:22:10.000000000,-51.2897434738854,-56.1447478867645,612.981278969898
1 Jan 2020 20:22:11.000000000,-51.2293241154319,-56.1709159254363,612.959227588636
1 Jan 2020 20:22:12.000000000,-51.1688998845164,-56.1970265715826,612.93716450514
1 Jan 2020 20:22:13.000000000,-51.1084708001689,-56.2230800944477,612.915089822617
1 Jan 2020 20:22:14.000000000,-51.048036881305,-56.2490767616795,612.893003644327
1 Jan 2020 20:22:15.000000000,-50.9875981467269,-56.2750168393311,612.870906073587
1 Jan 2020 20:22:16.000000000,-50.9271546151239,-56.3009005918843,612.848797213775
1 Jan 2020 20:22:17.000000000,-50.8667063050738,-56.3267282822455,612.826677168317
1 Jan 2020 20:22:18.000000000,-50.8062532350434,-56.3525001717744,612.8045460407
1 Jan 2020 20:22:19.000000000,-50.7457954233893,-56.3782165202859,612.782403934462
1 Jan 2020 20:22:20.000000000,-50.6853328883591,-56.403877586059,612.760250953202
1 Jan 2020 20:22:21.000000000,-50.6248656480921,-56.4294836258574,612.73808720056
1 Jan 2020 20:22:22.000000000,-50.56439372062,-56.4550348949299,612.715912780244
1 Jan 2020 20:22:23.000000000,-50.5039171238679,-56.4805316470317,612.693727796004
1 Jan 2020 20:22:24.000000000,-50.443435875655,-56.5059741344256,612.671532351647
1 Jan 2020 20:22:25.000000000,-50.3829499936956,-56.5313626079037,612.649326551031
1 Jan 2020 20:22:26.000000000,-50.3224594955998,-56.5566973167833,612.627110498066
1 Jan 2020 20:22:27.000000000,-50.2619643988741,-56.5819785089353,612.604884296708
1 Jan 2020 20:22:28.000000000,-50.2014647209227,-56.6072064307791,612.582648050974
1 Jan 2020 20:22:29.000000000,-50.1409604790477,-56.6323813273041,612.560401864923
1 Jan 2020 20:22:30.000000000,-50.0804516904505,-56.6575034420754,612.53814584266
1 Jan 2020 20:22:31.000000000,-50.0199383722321,-56.6825730172408,612.515880088344
1 Jan 2020 20:22:32.000000000,-49.9594205413938,-56.7075902935498,612.493604706189
1 Jan 2020 20:22:33.000000000,-49.8988982148387,-56.7325555103534,612.471319800445
1 Jan 2020 20:22:34.000000000,-49.8383714093714,-56.7574689056258,612.449025475415
1 Jan 2020 20:22:35.000000000,-49.7778401416998,-56.7823307159591,612.426721835446
1 Jan 2020 20:22:36.000000000,-49.7173044284349,-56.8071411765908,612.404408984939
1 Jan 2020 20:22:37.000000000,-49.6567642860922,-56.8319005213997,612.382087028335
1 Jan 2020 20:22:38.000000000,-49.5962197310923,-56.8566089829207,612.359756070119
1 Jan 2020 20:22:39.000000000,-49.5356707797614,-56.8812667923583,612.337416214825
1 Jan 2020 20:22:40.000000000,-49.475117448332,-56.9058741795869,612.315067567033
1 Jan 2020 20:22:41.000000000,-49.4145597529441,-56.9304313731712,612.292710231357
1 Jan 2020 20:22:42.000000000,-49.3539977096454,-56.9549386003644,612.270344312467
1 Jan 2020 20:22:43.000000000,-49.2934313343921,-56.9793960871285,612.247969915072
1 Jan 2020 20:22:44.000000000,-49.2328606430498,-57.003804058133,612.22558714392
1 Jan 2020 20:22:45.000000000,-49.172285651394,-57.0281627367743,612.203196103806
1 Jan 2020 20:22:46.000000000,-49.1117063751108,-57.0524723451758,612.180796899561
1 Jan 2020 20:22:47.000000000,-49.0511228297976,-57.0767331042008,612.158389636063
1 Jan 2020 20:22:48.000000000,-48.9905350309639,-57.1009452334653,612.135974418228
1 Jan 2020 20:22:49.000000000,-48.9299429940318,-57.1251089513376,612.11355135101
1 Jan 2020 20:22:50.000000000,-48.8693467343365,-57.1492244749577,612.091120539408
1 Jan 2020 20:22:51.000000000,-48.8087462671274,-57.1732920202357,612.068682088454
1 Jan 2020 20:22:52.000000000,-48.7481416075686,-57.1973118018703,612.046236103226
1 Jan 2020 20:22:53.000000000,-48.687532770739,-57.2212840333477,612.023782688833
1 Jan 2020 20:22:54.000000000,-48.6269197716338,-57.2452089269598,612.001321950427
1 Jan 2020 20:22:55.000000000,-48.5663026251647,-57.2690866938039,611.978853993193
1 Jan 2020 20:22:56.000000000,-48.5056813461602,-57.292917543795,611.956378922355
1 Jan 2020 20:22:57.000000000,-48.4450559493669,-57.3167016856778,611.933896843175
1 Jan 2020 20:22:58.000000000,-48.3844264494496,-57.3404393270257,611.911407860947
1 Jan 2020 20:22:59.000000000,-48.3237928609923,-57.3641306742597,611.888912081005
1 Jan 2020 20:23:00.000000000,-48.2631551984982,-57.3877759326458,611.86640960871
1 Jan 2020 20:23:01.000000000,-48.2025134763912,-57.4113753063135,611.843900549467
1 Jan 2020 20:23:02.000000000,-48.1418677090156,-57.4349289982535,611.821385008709
1 Jan 2020 20:23:03.000000000,-48.0812179106371,-57.4584372103355,611.798863091903
1 Jan 2020 20:23:04.000000000,-48.0205640954437,-57.4819001433076,611.776334904546
1 Jan 2020 20:23:05.000000000,-47.9599062775455,-57.5053179968087,611.753800552179
1 Jan 2020 20:23:06.000000000,-47.8992444709761,-57.5286909693739,611.731260140355
1 Jan 2020 20:23:07.000000000,-47.8385786896925,-57.5520192584458,611.708713774679
1 Jan 2020 20:23:08.000000000,-47.7779089475762,-57.5753030603795,611.686161560777
1 Jan 2020 20:23:09.000000000,-47.7172352584333,-57.5985425704466,611.663603604301
1 Jan 2020 20:23:10.000000000,-47.6565576359954,-57.6217379828512,611.641040010939
1 Jan 2020 20:23:11.000000000,-47.59587609392,-57.6448894907272,611.618470886413
1 Jan 2020 20:23:12.000000000,-47.535190645791,-57.6679972861559,611.595896336459
1 Jan 2020 20:23:13.000000000,-47.4745013051195,-57.6910615601641,611.573316466859
1 Jan 2020 20:23:14.000000000,-47.4138080853439,-57.7140825027368,611.550731383411
1 Jan 2020 20:23:15.000000000,-47.353110999831,-57.7370603028215,611.528141191941
1 Jan 2020 20:23:16.000000000,-47.2924100618759,-57.7599951483404,611.505545998311
1 Jan 2020 20:23:17.000000000,-47.231705284703,-57.7828872261899,611.482945908396
1 Jan 2020 20:23:18.000000000,-47.1709966814664,-57.8057367222515,611.460341028111
1 Jan 2020 20:23:19.000000000,-47.1102842652502,-57.8285438214021,611.437731463386
1 Jan 2020 20:23:20.000000000,-47.0495680490695,-57.8513087075125,611.415117320181
1 Jan 2020 20:23:21.000000000,-46.9888480458702,-57.874031563464,611.392498704475
1 Jan 2020 20:23:22.000000000,-46.9281242685302,-57.8967125711451,611.369875722283
1 Jan 2020 20:23:23.000000000,-46.8673967298596,-57.9193519114686,611.347248479629
1 Jan 2020 20:23:24.000000000,-46.806665442601,-57.9419497643689,611.324617082567
1 Jan 2020 20:23:25.000000000,-46.7459304194303,-57.9645063088128,611.301981637172
1 Jan 2020 20:23:26.000000000,-46.6851916729571,-57.9870217228097,611.279342249547
1 Jan 2020 20:23:27.000000000,-46.6244492157251,-58.0094961834089,611.256699025808
1 Jan 2020 20:23:28.000000000,-46.5637030602126,-58.031929866717,611.234052072094
1 Jan 2020 20:23:29.000000000,-46.5029532188333,-58.0543229478933,611.211401494565
1 Jan 2020 20:23:30.000000000,-46.4421997039361,-58.0766756011668,611.188747399405
1 Jan 2020 20:23:31.000000000,-46.3814425278062,-58.0989879998319,611.166089892813
1 Jan 2020 20:23:32.000000000,-46.3206817026651,-58.1212603162654,611.143429081007
1 Jan 2020 20:23:33.000000000,-46.2599172406716,-58.1434927219233,611.120765070226
1 Jan 2020 20:23:34.000000000,-46.1991491539217,-58.1656853873507,611.098097966727
1 Jan 2020 20:23:35.000000000,-46.1383774544494,-58.1878384821923,611.075427876778
1 Jan 2020 20:23:36.000000000,-46.0776021542268,-58.2099521751889,611.052754906675
1 Jan 2020 20:23:37.000000000,-46.0168232651651,-58.2320266341938,611.030079162724
1 Jan 2020 20:23:38.000000000,-45.9560407991146,-58.2540620261688,611.007400751243
1 Jan 2020 20:23:39.000000000,-45.8952547678652,-58.2760585171999,610.984719778575
1 Jan 2020 20:23:40.000000000,-45.834465183147,-58.2980162724932,610.962036351073
1 Jan 2020 20:23:41.000000000,-45.7736720566306,-58.3199354563908,610.939350575103
1 Jan 2020 20:23:42.000000000,-45.7128753999275,-58.341816232368,610.916662557046
1 Jan 2020 20:23:43.000000000,-45.6520752245906,-58.3636587630433,610.8939724033
1 Jan 2020 20:23:44.000000000,-45.5912715421147,-58.3854632101826,610.871280220274
1 Jan 2020 20:23:45.000000000,-45.5304643639367,-58.4072297347077,610.848586114383
1 Jan 2020 20:23:46.000000000,-45.4696537014363,-58.4289584966998,610.825890192068
1 Jan 2020 20:23:47.000000000,-45.4088395659361,-58.4506496554014,610.803192559767
1 Jan 2020 20:23:48.000000000,-45.3480219687021,-58.4723033692303,610.780493323942
1 Jan 2020 20:23:49.000000000,-45.2872009209444,-58.4939197957749,610.75779259105
1 Jan 2020 20:23:50.000000000,-45.2263764338171,-58.5154990918104,610.735090467575
1 Jan 2020 20:23:51.000000000,-45.1655485184193,-58.5370414132943,610.712387060001
1 Jan 2020 20:23:52.000000000,-45.1047171857947,-58.5585469153778,610.68968247482
1 Jan 2020 20:23:53.000000000,-45.0438824469328,-58.5800157524078,610.666976818539
1 Jan 2020 20:23:54.000000000,-44.9830443127689,-58.6014480779377,610.644270197665
1 Jan 2020 20:23:55.000000000,-44.9222027941844,-58.6228440447234,610.621562718719
1 Jan 2020 20:23:56.000000000,-44.8613579020073,-58.6442038047377,610.598854488226
1 Jan 2020 20:23:57.000000000,-44.8005096470128,-58.6655275091725,610.576145612721
1 Jan 2020 20:23:58.000000000,-44.7396580399232,-58.6868153084354,610.553436198738
1 Jan 2020 20:23:59.000000000,-44.6788030914087,-58.7080673521709,610.530726352826
1 Jan 2020 20:24:00.000000000,-44.6179448120876,-58.7292837892505,610.50801618153
1 Jan 2020 20:24:01.000000000,-44.5570832125266,-58.7504647677889,610.485305791406
1 Jan 2020 20:24:02.000000000,-44.4962183032414,-58.7716104351388,610.462595289012
1 Jan 2020 20:24:03.000000000,-44.4353500946966,-58.7927209379059,610.439884780906
1 Jan 2020 20:24:04.000000000,-44.3744785973067,-58.8137964219453,610.417174373657
1 Jan 2020 20:24:05.000000000,-44.3136038214359,-58.8348370323695,610.394464173826
1 Jan 2020 20:24:06.000000000,-44.2527257773989,-58.8558429135575,610.371754287988
1 Jan 2020 20:24:07.000000000,-44.1918444754607,-58.8768142091502,610.349044822709
1 Jan 2020 20:24:08.000000000,-44.1309599258376,-58.8977510620659,610.326335884561
1 Jan 2020 20:24:09.000000000,-44.0700721386971,-58.9186536144943,610.303627580117
1 Jan 2020 20:24:10.000000000,-44.0091811241582,-58.9395220079114,610.280920015947
1 Jan 2020 20:24:11.000000000,-43.9482868922921,-58.9603563830741,610.258213298628
1 Jan 2020 20:24:12.000000000,-43.8873894531225,-58.9811568800351,610.235507534724
1 Jan 2020 20:24:13.000000000,-43.8264888166253,-59.0019236381381,610.212802830809
1 Jan 2020 20:24:14.000000000,-43.7655849927298,-59.0226567960262,610.190099293447
1 Jan 2020 20:24:15.000000000,-43.7046779913186,-59.0433564916506,610.167397029203
1 Jan 2020 20:24:16.000000000,-43.6437678222278,-59.0640228622659,610.144696144642
1 Jan 2020 20:24:17.000000000,-43.5828544952477,-59.0846560444444,610.12199674632
1 Jan 2020 20:24:18.000000000,-43.5219380201227,-59.1052561740708,610.099298940792
1 Jan 2020 20:24:19.000000000,-43.4610184065519,-59.1258233863563,610.076602834605
1 Jan 2020 20:24:20.000000000,-43.4000956641896,-59.1463578158332,610.053908534309
1 Jan 2020 20:24:21.000000000,-43.339169802645,-59.1668595963699,610.03121614644
1 Jan 2020 20:24:22.000000000,-43.2782408314832,-59.1873288611607,610.008525777534
1 Jan 2020 20:24:23.000000000,-43.217308760225,-59.207765742746,609.985837534115
1 Jan 2020 20:24:24.000000000,-43.1563735983473,-59.2281703730079,609.963151522707
1 Jan 2020 20:24:25.000000000,-43.0954353552839,-59.2485428831714,609.940467849819
1 Jan 2020 20:24:26.000000000,-43.0344940404249,-59.2688834038179,609.917786621956
1 Jan 2020 20:24:27.000000000,-42.9735496631181,-59.2891920648788,609.895107945617
1 Jan 2020 20:24:28.000000000,-42.9126022326681,-59.3094689956501,609.872431927289
1 Jan 2020 20:24:29.000000000,-42.8516517583376,-59.3297143247855,609.849758673447
1 Jan 2020 20:24:30.000000000,-42.7906982493473,-59.3499281803128,609.827088290562
1 Jan 2020 20:24:31.000000000,-42.7297417148759,-59.3701106896219,609.80442088509
1 Jan 2020 20:24:32.000000000,-42.668782164061,-59.390261979487,609.781756563476
1 Jan 2020 20:24:33.000000000,-42.6078196059989,-59.4103821760548,609.759095432157
1 Jan 2020 20:24:34.000000000,-42.5468540497451,-59.430471404859,609.736437597555
1 Jan 2020 20:24:35.000000000,-42.4858855043146,-59.4505297908202,609.713783166082
1 Jan 2020 20:24:36.000000000,-42.424913978682,-59.4705574582469,609.691132244133
1 Jan 2020 20:24:37.000000000,-42.3639394817819,-59.4905545308437,609.668484938094
1 Jan 2020 20:24:38.000000000,-42.3029620225094,-59.5105211317118,609.645841354337
1 Jan 2020 20:24:39.000000000,-42.2419816097199,-59.5304573833586,609.623201599213
1 Jan 2020 20:24:40.000000000,-42.1809982522296,-59.5503634076917,609.600565779065
1 Jan 2020 20:24:41.000000000,-42.1200119588161,-59.5702393260337,609.577934000219
1 Jan 2020 20:24:42.000000000,-42.0590227382181,-59.5900852591161,609.555306368983
1 Jan 2020 20:24:43.000000000,-41.998030599136,-59.6099013270872,609.53268299165
1 Jan 2020 20:24:44.000000000,-41.9370355502321,-59.6296876495194,609.510063974496
1 Jan 2020 20:24:45.000000000,-41.8760376001308,-59.6494443454041,609.487449423779
1 Jan 2020 20:24:46.000000000,-41.815036757419,-59.669171533165,609.464839445741
1 Jan 2020 20:24:47.000000000,-41.7540330306463,-59.688869330652,609.4422341466
1 Jan 2020 20:24:48.000000000,-41.6930264283252,-59.7085378551543,609.419633632564
1 Jan 2020 20:24:49.000000000,-41.6320169589313,-59.7281772233941,609.39703800981
1 Jan 2020 20:24:50.000000000,-41.5710046309039,-59.7477875515403,609.374447384507
1 Jan 2020 20:24:51.000000000,-41.5099894526456,-59.7673689552027,609.351861862797
1 Jan 2020 20:24:52.000000000,-41.4489714325232,-59.7869215494393,609.329281550799
1 Jan 2020 20:24:53.000000000,-41.3879505788678,-59.8064454487639,609.306706554614
1 Jan 2020 20:24:54.000000000,-41.3269268999747,-59.8259407671398,609.284136980325
1 Jan 2020 20:24:55.000000000,-41.265900404104,-59.8454076179943,609.26157293398
1 Jan 2020 20:24:56.000000000,-41.2048710994806,-59.8648461142107,609.23901452162
1 Jan 2020 20:24:57.000000000,-41.1438389942948,-59.8842563681427,609.216461849248
1 Jan 2020 20:24:58.000000000,-41.0828040967021,-59.9036384916072,609.193915022855
1 Jan 2020 20:24:59.000000000,-41.0217664148237,-59.9229925958986,609.1713741484
1 Jan 2020 20:25:00.000000000,-40.9607259567467,-59.9423187917775,609.148839331818
1 Jan 2020 20:25:01.000000000,-40.8996827305242,-59.9616171894895,609.126310679019
1 Jan 2020 20:25:02.000000000,-40.8386367441759,-59.9808878987604,609.103788295888
1 Jan 2020 20:25:03.000000000,-40.7775880056878,-60.0001310287963,609.081272288285
1 Jan 2020 20:25:04.000000000,-40.7165365230128,-60.0193466882955,609.05876276204
1 Jan 2020 20:25:05.000000000,-40.6554823040708,-60.0385349854419,609.036259822954
1 Jan 2020 20:25:06.000000000,-40.594425356749,-60.0576960279179,609.013763576805
1 Jan 2020 20:25:07.000000000,-40.5333656889021,-60.0768299228973,608.991274129343
1 Jan 2020 20:25:08.000000000,-40.4723033083523,-60.09593677706,608.968791586281
1 Jan 2020 20:25:09.000000000,-40.41123822289,-60.1150166965796,608.94631605331
1 Jan 2020 20:25:10.000000000,-40.3501704402734,-60.1340697871441,608.92384763609
1 Jan 2020 20:25:11.000000000,-40.2890999682295,-60.1530961539439,608.901386440248
1 Jan 2020 20:25:12.000000000,-40.2280268144534,-60.1720959016849,608.878932571378
1 Jan 2020 20:25:13.000000000,-40.1669509866092,-60.1910691345871,608.85648613505
1 Jan 2020 20:25:14.000000000,-40.10587249233,-60.2100159563843,608.834047236797
1 Jan 2020 20:25:15.000000000,-40.0447913392182,-60.2289364703359,608.811615982119
1 Jan 2020 20:25:16.000000000,-39.9837075348453,-60.2478307792203,608.789192476484
1 Jan 2020 20:25:17.000000000,-39.9226210867527,-60.2666989853434,608.76677682533
