NAME,X[km],Y[km],Z[km]
N0345,2579.87902855634,-5592.37227035329,-1653.5179040877
N0346,3022.70389768741,-5606.43730145868,-333.357022400771
N0347,1724.76906872269,-5794.47593617669,-2025.45059909549
N0348,1852.81116590159,-5381.98459900996,-2868.24069858464
N0349,3507.91140390848,-4535.04904027404,-2787.25194929817
N0350,3219.7499655623,-5391.85264290915,-1111.62784223106
N0351,1643.65679121515,-4659.19921265657,-4022.71228632617
N0352,1344.83991793431,-5039.45412864035,-3658.6725358569
N0353,4191.60308535201,-4581.27621884044,-1453.72999202483
N0354,2922.28745105985,-5635.29147436697,-618.384538199594
N0355,1117.69629868102,-6006.14110418295,-1826.27667888649
N0356,1911.60026601529,-4454.9285449352,-4131.57751447466
N0357,2151.67848286302,-5860.17412130317,-1304.54192240358
N0358,2442.7328588136,-5377.9914069126,-2408.0379046811
N0359,1207.78150659525,-5227.2478403659,-3437.77011811914
N0360,3399.20892505774,-4091.93393160451,-3507.0296597538
N0361,768.976393815992,-5932.84898270215,-2204.07041688817
N0362,3434.32968296073,-3991.15596418469,-3587.46878956134
N0363,2343.9632479528,-5077.82553084507,-3056.72253574577
N0364,3982.04231284764,-4186.02557623324,-2693.00036910075
N0365,2585.93938213547,-5043.70294329834,-2915.41914300487
N0366,2860.73429653635,-4520.00641106423,-3462.10323769582
N0367,1154.47980543563,-5104.99751795639,-3632.90506188026
N0368,2413.08215944635,-5628.53550398286,-1780.76687917915
N0369,2601.14525635779,-5633.73762777261,-1470.81352613274
N0370,1414.58029333485,-4874.74090707026,-3849.26422554422
N0371,3255.50759535641,-4704.20678052329,-2811.32995822987
N0372,3330.97979923861,-4508.22911164651,-3033.97075653129
N0373,2503.09655033116,-4900.76569870436,-3213.90409939911
N0374,3742.41459185818,-4294.82454999016,-2859.85704560768
N0375,3486.85393284506,-4110.85526871186,-3397.87714616676
N0376,2260.67165950564,-5477.63833022133,-2364.52170864484
N0377,3495.61651921407,-5157.91321137726,-1360.00133392126
N0378,2757.35468072456,-5590.56196066899,-1346.71089511979
N0379,3584.08735469404,-4344.57473755443,-2985.54618476817
N0380,2506.4646494128,-4498.11538851832,-3751.23178819104
N0381,2505.90840785184,-4714.5466047848,-3477.68558942715
N0382,4202.84596493924,-4536.27184830419,-1558.50277701455
N0383,2746.41891111203,-4543.13397563225,-3523.39661669657
N0384,813.469431937059,-5697.50977576823,-2739.85035550516
N0385,3243.80436107558,-5460.58641543671,-581.939834233961
N0386,1245.9248504387,-5241.87570830004,-3401.93984023248
N0387,4103.13269825459,-4248.51277317876,-2401.39500154607
N0388,2412.65686931386,-5061.53138960135,-3030.09208797843
N0389,1545.88162252412,-5267.910957934,-3235.68126188719
N0390,1792.3499954114,-5329.91770201542,-2999.95011022225
N0391,1457.73932752586,-4753.49607772015,-3981.82292007627
N0392,1187.04260332716,-5682.76754070523,-2632.70504985811
N0393,1527.00951059407,-5190.30432887527,-3366.51591973541
N0394,845.731134219471,-5249.89120640995,-3510.13720884172
N0395,3258.1210047825,-5309.99099056596,-1363.98299528595
N0396,1934.93475459133,-5914.39053893987,-1410.05689331701
N0397,3562.48147738418,-4473.53166548328,-2817.50842119171
N0398,1578.96764361211,-5821.87237915062,-2065.13330586005
N0399,3583.67398648457,-4753.1698696686,-2283.58605477643
N0400,606.133802088583,-5828.51825281134,-2509.82293250356
N0401,2236.66316870161,-5933.04717669096,-690.203757462649
N0402,1192.05674341465,-5833.28312323291,-2279.81096810532
N0403,3134.40713480647,-4168.18489796867,-3659.53703920159
N0404,4182.06316360245,-4395.89229140141,-1962.77787867035
N0405,2220.61817209147,-5487.40709724713,-2379.77218916852
N0406,2299.46836231797,-5901.7017086898,-749.064864015763
N0407,2098.93667641107,-5708.3107575461,-1930.13265233184
N0408,953.811262870424,-5742.27168771974,-2598.42008032389
N0409,2610.97484807627,-5291.80563709457,-2414.00430224233
N0410,853.474284292556,-5982.60762160919,-2032.93414931551
N0411,3395.58381644143,-5259.08249977183,-1219.40612256768
N0412,1328.44873488232,-5688.53262848765,-2552.00354427349
N0413,939.309779719119,-5528.59742375469,-3028.40271934378
N0414,1978.370074443,-5219.8687157425,-3082.08604134166
N0415,3974.38534605631,-4069.79375637502,-2875.04188039763
N0416,3081.72610726771,-5248.33107489866,-1902.28456668748
N0417,2566.91730746938,-4298.86403194403,-3938.01027384556
N0418,1248.27207911358,-6173.24727082228,-1003.43287126461
N0419,1895.91366416181,-5464.4346001087,-2679.1788843245
N0420,3156.97791345526,-5529.75697938307,-367.429532652959
N0421,837.623302763998,-5756.43299976556,-2607.06241472543
N0422,1534.03549611088,-4908.27547760032,-3760.70640408775
N0423,2919.6936528092,-4485.84588706839,-3457.38507996023
N0424,1228.02365121406,-5014.21831755083,-3733.15294763941
N0425,1751.0813200201,-4702.79201470524,-3925.55382781723
N0426,3884.68848325644,-4928.49500001232,-1138.08676397773
N0427,3611.63110524988,-5035.53530336876,-1507.04172162266
N0428,1712.4940235153,-5251.73774689647,-3177.95409587595
N0429,993.930879482018,-5738.20492862172,-2592.40149775092
N0430,2777.98235897089,-5417.95675289761,-1894.40344065913
N0431,3222.89949459593,-4759.23507058636,-2756.09422449248
N0432,1546.33489783296,-5656.23816262467,-2500.90141996666
N0433,1886.8738667348,-4644.718433865,-3930.61704007773
N0434,1580.5677757806,-5455.43583060887,-2892.14656331132
N0435,580.505417257389,-5870.83623362047,-2416.11977881207
N0436,3573.17439656018,-4303.17680549424,-3056.85014928191
N0437,1534.10006546177,-5618.68261112436,-2590.85857268827
N0438,2013.53018498376,-5529.21059555618,-2456.05919206839
N0439,1225.74050060995,-5876.25206714892,-2148.69147965121
N0440,3365.02105397864,-4674.29120431795,-2731.42116392104
N0441,1655.23045586294,-4532.36163125205,-4159.13626307817
N0442,2780.00688577154,-4073.01747752208,-4031.53872328195
N0443,2710.14788815638,-5694.59302657129,-950.125057445894
N0444,1605.99028264084,-4817.58516552544,-3847.26452419
N0445,3155.83419129565,-4833.82133964706,-2703.25907302097
N0446,2996.1844169124,-4653.34683699871,-3159.6940578294
N0447,1884.35505371552,-6012.7451584556,-986.656553909402
N0448,2842.72172518257,-4152.31680969452,-3905.78461932111
N0449,1744.89785400359,-5997.49558496653,-1293.4679591249
N0450,1515.63807762466,-6150.51251926315,-750.361417412036
N0451,3037.47377345299,-5306.39424095705,-1810.43264302647
N0452,1866.41700970446,-6028.55833497605,-922.412487432606
N0453,2152.08974401337,-4260.28769287005,-4216.56575858165
N0454,653.208303645366,-5826.4659123014,-2502.81718067746
N0455,2323.14942439765,-5142.738117637,-2965.63301485568
N0456,1843.05931088935,-5721.43704086195,-2125.72417201021
N0457,1279.19893843791,-5863.53598841927,-2152.2441909665
N0458,1789.81399621095,-5466.74986955173,-2746.1262105416
N0459,1485.7794908377,-5915.22454127599,-1860.13232173836
N0460,1672.6668110816,-5324.09589435309,-3077.84748043728
N0461,764.035518893888,-5489.278936854,-3146.11826454735
N0462,1304.79982226914,-5320.50067887158,-3255.63008568099
N0463,3684.76235553243,-4571.76932612984,-2483.28611531088
N0464,3500.64171572366,-4215.47495397972,-3253.40322278609
N0465,881.400011498601,-5244.84888992835,-3508.90887406534
N0466,1911.45533979685,-5098.08029782506,-3314.00541428581
N0467,2958.07228361231,-4109.83651202286,-3865.11115528152
