NAME,X[km],Y[km],Z[km]
N0122,3519.11983942722,-4758.06638041197,-2371.51834395352
N0123,3534.61056660377,-4420.63900679169,-2932.07220194358
N0124,1784.70199252292,-5616.92740012155,-2430.23611974738
N0125,2993.4894827043,-5366.54442839066,-1704.09905086805
N0126,2085.04310423712,-4974.13065940932,-3394.1536582197
N0127,2965.19865783302,-4760.22162016105,-3027.83343000565
N0128,3121.15030062954,-5116.67584900868,-2174.45648705071
N0129,2068.26847169377,-4970.86848535522,-3409.04435491956
N0130,3147.29798912215,-5068.03002257841,-2248.88099709103
N0131,2654.53829398985,-5173.89176489193,-2611.88091430535
N0132,2806.29703282084,-5124.48409151772,-2550.21973605265
N0133,2870.47350127908,-4814.58826129948,-3033.06643229325
N0134,2164.90021461444,-4976.13583037499,-3341.03992141195
N0135,3497.3159752331,-4643.72569500008,-2616.11902168544
N0136,3887.33342906465,-4792.67792668674,-1607.8458219495
N0137,1970.19134984514,-4859.35625474803,-3619.97779175161
N0138,2008.84093618924,-5494.16764949209,-2536.25795153303
N0139,2484.44777314803,-4929.19480417833,-3184.97336228434
N0140,3506.53294767694,-4413.83067516266,-2975.48695677006
N0141,2181.39438990188,-4653.84694949106,-3764.62272583737
N0142,2672.50434764492,-4883.73501577625,-3102.2203202517
N0143,3244.20999248423,-4135.28908918387,-3601.08643444088
N0144,3113.91576667112,-5372.05634977147,-1455.58274813825
N0145,2613.67344621685,-4957.06825390449,-3035.8216956288
N0146,2216.99290005819,-5691.58806479463,-1843.41932353005
N0147,1827.22007380605,-5882.51539927528,-1668.41542456114
N0148,3181.05069941978,-4752.25855000846,-2815.28404944769
N0149,2046.38037895824,-5269.51965654648,-2957.91671329105
N0150,3531.05252366361,-4430.67894667731,-2921.31397131786
N0151,2578.41879452671,-5323.38623826605,-2381.41129945471
N0152,1905.47967161021,-5436.11814488418,-2729.19974293913
N0153,2516.61229492788,-5276.60697721399,-2542.89609875371
N0154,1901.76110936473,-4876.55389869107,-3634.81819723474
N0155,2683.79604917416,-4336.73345170963,-3817.4774079049
N0156,3342.67857615225,-4335.04491958152,-3262.69124889217
N0157,3728.9281274539,-4832.87334207724,-1844.86591619525
N0158,2223.57874266609,-5380.2417338987,-2605.45379983777
N0159,1723.09366955078,-4868.77577085841,-3733.71436395626
N0160,2803.44269560074,-4815.66497402253,-3093.06721960412
N0161,3359.81721849199,-4796.56991676109,-2519.38324796593
N0162,2077.49455797434,-5793.88416705688,-1681.85916130372
N0163,3637.58704127141,-5021.40250833821,-1491.75632463333
N0164,2108.45609563056,-5842.30628386612,-1447.27140379304
N0165,3837.85973682796,-4651.98908425049,-2070.44146338977
N0166,2107.72413080119,-5629.87829106624,-2130.58654821985
N0167,3137.93837284734,-5356.84252609904,-1459.6796942841
N0168,3079.37766284085,-4455.20943291987,-3357.77692139881
N0169,2415.31180268994,-5610.65780282653,-1841.84933783621
N0170,3689.20400834203,-4930.46171460854,-1657.54011600118
N0171,3648.0366945985,-4785.89298474868,-2108.21147389288
N0172,3432.78581619689,-4632.15770605254,-2719.41580292902
N0173,1584.67799015477,-5067.73899431206,-3521.92768201814
N0174,1812.21820584532,-5264.72211363215,-3102.99624542379
N0175,2251.06849166706,-5282.24790630231,-2780.51251735043
N0176,2456.12679988091,-5356.8575867281,-2443.28818969669
N0177,3859.90624746902,-4722.52141576372,-1861.40190851771
N0178,3521.72010914598,-4222.93675856628,-3221.03204464301
N0179,2569.14668457365,-5114.03261399133,-2806.57784240444
N0180,3188.38664665102,-4180.7088589161,-3598.51871238559
N0181,3749.93200525291,-4150.41100273371,-3054.48293513564
N0182,1978.73166652471,-5327.18261806764,-2892.14337003364
N0183,2138.74021518161,-5747.91670602617,-1759.70311181966
N0184,2547.45525621563,-5560.05078609669,-1804.98406814302
N0185,3619.46715347072,-4633.74102809481,-2464.21406498847
N0186,3430.90458549321,-4461.30236717787,-2992.40874344791
N0187,2754.19960094947,-4602.50443333163,-3439.87792950864
N0188,3583.7088021412,-4902.62717611299,-1944.450929926
N0189,1849.69994485051,-5088.1434669156,-3372.06402408326
N0190,4054.06667561076,-4676.78459293931,-1537.41704456253
N0191,3624.26528535599,-4364.88189767094,-2906.78080229072
N0192,2942.92943786292,-5148.67177084848,-2340.15513215188
N0193,2555.64540897922,-4881.91125512841,-3201.30148619447
N0194,1831.92910174139,-5224.59800700975,-3161.78037178866
N0195,2307.2765917416,-4924.96148406453,-3324.77541307731
N0196,2581.98755118521,-4787.18756062739,-3320.21996383281
N0197,1746.08515361376,-4956.33459511064,-3606.33345787244
N0198,3295.48000863753,-4641.57598976675,-2867.95685854753
N0199,2480.14798877495,-5057.63466361108,-2981.96081080116
N0200,1882.09946700326,-5877.35796273282,-1624.99603075212
N0201,1642.61651585883,-5058.69688418649,-3508.45988051542
N0202,3126.99107480999,-4830.53961698208,-2742.1819007826
N0203,3659.22022075928,-4912.26055388377,-1774.46400570064
N0204,2120.69259799666,-4780.20001874931,-3639.92268877465
N0205,2619.43513325519,-4499.73974847427,-3671.70645907344
N0206,2586.18936153988,-5386.53158546493,-2229.01730620068
N0207,2081.83774658564,-5309.06938654123,-2859.63897420478
N0208,2683.07390836068,-4962.9715162106,-2965.23387874574
N0209,3599.81613204584,-4287.13365925853,-3048.8539542414
N0210,2882.21722445275,-5385.15167818314,-1831.84148623932
N0211,3585.34391576637,-4929.41904831232,-1873.55944747823
N0212,2087.58138241461,-4706.10662462099,-3752.96724507324
N0213,3809.31428043829,-4475.89567145181,-2470.13151285875
N0214,2011.88807710834,-5636.19263091795,-2198.64699233229
N0215,1679.3644287782,-4973.21100813107,-3611.4761390081
N0216,3514.10913584393,-4388.17433969833,-3004.15823135251
N0217,3461.75753306595,-4110.4874747311,-3423.71265349004
N0218,2719.77376606788,-5425.13669731796,-1957.69753413543
N0219,1690.28835263814,-5421.08579101778,-2894.67486842413
N0220,2959.3493739918,-5147.54944190987,-2321.93862702316
N0221,1718.27779526056,-5263.28122905469,-3155.80622520047
N0222,3575.72344767051,-5090.56199401421,-1404.42584018885
N0223,3782.87011683073,-4559.63571427051,-2355.40030601006
N0224,3319.27115296775,-3838.94142487706,-3850.40800698483
N0225,3976.53999914768,-4477.47337686623,-2189.55227301769
N0226,2707.43235269242,-4919.59707736866,-3014.61276846088
N0227,2804.59862385997,-5081.19390187266,-2636.60522888641
N0228,2466.83815899417,-4783.00331569124,-3411.99123842747
N0229,2361.31439769862,-5743.53472822766,-1450.95304230385
N0230,3309.64063489896,-3910.77324103146,-3786.30623769505
N0231,1539.929087101,-4963.80114640713,-3684.92047001041
N0232,1626.65139366683,-5045.76376375572,-3534.25135262682
N0233,3231.08654047353,-4191.45394656791,-3547.91452953988
N0234,2641.95735548749,-4574.07005068077,-3562.82483116253
N0235,1682.84217836461,-5373.34463970827,-2985.95896481853
N0236,2225.31060222596,-4593.70965141145,-3811.87425879628
N0237,2330.85093042984,-4952.31130180526,-3265.62638704285
N0238,3139.42569178425,-4223.30188063953,-3591.87040673623
N0239,2606.65097565309,-5454.95831327634,-2028.65703719407
N0240,3338.70086678383,-4896.92047355141,-2350.49483659796
N0241,3605.58880605038,-5007.63845613847,-1611.01375980471
N0242,1988.82550744376,-5296.10789711842,-2943.60796922292
N0243,3826.82769197891,-4593.86464500175,-2214.74177309794
N0244,3221.12369005243,-4544.67468132126,-3096.78234183796
N0245,2690.06739463292,-5365.93030893245,-2152.15937993248
N0246,2153.867643229,-5229.70934226872,-2941.71289190477
N0247,3572.75903029319,-5070.34943785539,-1482.85895650174
N0248,2385.15645829023,-5158.13014686111,-2886.86647407808
N0249,4051.06381192978,-4623.08873079337,-1699.30214097357
N0250,3562.17272881682,-4649.23684084242,-2517.46823835656
N0251,2978.6415942763,-5261.28522462085,-2025.90602250564
N0252,3296.88377476728,-4832.73144886592,-2533.42526030615
N0253,1879.89820796677,-5903.46665033948,-1529.17548167143
N0254,2023.45252347935,-4978.53138840826,-3424.74382939218
N0255,2594.66862312343,-4936.80170202043,-3084.40510974174
N0256,3243.21265022314,-4970.79912439047,-2328.49021026438
N0257,2564.47163293358,-5266.35844642427,-2516.17082463593
N0258,2190.33504094993,-4566.23250974405,-3864.6071366246
N0259,1766.43456870567,-5619.45539891697,-2437.67687225625
N0260,2186.28311812697,-5128.45442033663,-3092.4338268758
N0261,2647.48875122744,-5108.78522258852,-2743.01144405356
N0262,1795.6626569549,-5808.84106475019,-1920.65404030069
N0263,3596.28908475327,-4673.45200272377,-2423.01018168956
N0264,2877.36444647016,-4838.58533273153,-2988.34669695471
N0265,3755.56027772977,-4878.71794294888,-1662.67078972425
N0266,3703.76152551648,-4913.73704841899,-1674.58278120358
N0267,3697.24077727858,-4787.75905409251,-2017.48877664913
N0268,2866.10813477431,-5468.97067894545,-1594.42335468125
N0269,3060.98321250066,-4379.46280201521,-3471.70315378555
N0270,2978.78800097182,-4452.16660223317,-3450.59234281882
N0271,2104.68528238934,-5615.30639683919,-2170.58471991805
N0272,2320.60982773672,-5133.13248163181,-2983.29986630949
N0273,3551.31413650324,-4862.93504482318,-2097.24536774517
N0274,3176.60997072871,-5004.85042746703,-2346.67498078465
N0275,1973.15505064144,-5669.97469405071,-2146.59686602288
N0276,3763.58278569364,-4664.7118506306,-2174.72904838126
N0277,2538.23235484153,-5342.56895560508,-2384.82202533516
N0278,2426.04006146416,-5004.16527573554,-3113.09705849737
N0279,3096.31519264683,-5119.35783737634,-2203.2824435253
N0280,1804.7618212763,-4861.44396347233,-3704.78111049502
N0281,3270.27637951055,-4944.93448441417,-2345.31403580922
N0282,2776.33969130831,-4769.53763064807,-3186.87283261874
N0283,3604.23349845816,-4557.10499211545,-2624.36354032858
N0284,3594.18130611799,-4976.60310261615,-1727.45956582765
N0285,2990.11056661248,-4839.58015203834,-2874.65281282399
N0286,3367.25618093732,-4109.40291596955,-3517.34560683007
N0287,3404.46380441972,-5059.78371823245,-1862.03102183674
N0288,2522.35132068516,-5237.33225653563,-2618.0211145704
N0289,2543.38887481174,-4417.53218796197,-3821.19886750515
N0290,3390.47733350679,-4295.06737179463,-3265.89947993087
N0291,3168.73285852821,-4301.78274913526,-3471.7947373335
N0292,3715.43344418968,-4841.62014968049,-1849.20580208375
N0293,1591.54853635694,-4992.74372253363,-3623.78818421259
N0294,2496.47177059557,-4709.52160737244,-3491.14969309963
N0295,3008.6750435948,-4916.79874916498,-2721.20236865631
N0296,3235.51467708546,-5070.2141791319,-2115.67640363218
N0297,1886.4893298435,-5615.38374430983,-2356.27253787879
N0298,1610.24094478457,-4840.50602245936,-3818.27477318858
N0299,3813.83015976348,-4772.01820918813,-1829.88363891826
N0300,3822.56310416262,-4680.74294284768,-2034.21410008058
N0301,3895.94288415145,-4754.27442336713,-1698.1166907101
N0302,1864.488793745,-5015.30071625767,-3469.06762254939
N0303,3758.08884536968,-4897.2233062238,-1600.38265342616
N0304,3358.37227115204,-3880.72411066177,-3774.37367022633
N0305,4050.2612910282,-4533.10587190799,-1926.84231081379
N0306,2046.15080888589,-5160.9270850357,-3131.98662309926
N0307,2143.09076081361,-5076.50654126856,-3202.7150002514
N0308,3880.45350343692,-4824.83066110205,-1526.72005450137
N0309,2978.16829731566,-5323.18243520166,-1859.04527173726
N0310,2812.02520188679,-4916.75483466711,-2922.72422165864
N0311,2815.52478786662,-5260.8264984678,-2246.61891694951
N0312,3395.74641982694,-4273.13264073361,-3288.93049968284
N0313,3123.96598478568,-5267.16327059259,-1777.6099555879
N0314,3223.59027806641,-4397.44362565555,-3298.81471315213
N0315,2887.07666771774,-5184.88908545407,-2329.89074103423
N0316,2095.34973228155,-5394.75338288944,-2680.95040301121
N0317,2709.79846748673,-5396.51000788743,-2047.64409258583
N0318,2558.26734331181,-5646.26251951156,-1497.58238060297
N0319,3331.21001018264,-4839.19041658007,-2476.03198755897
N0320,2556.18485613408,-5595.4296829472,-1679.61620633438
N0321,2388.52973479596,-5730.42302867064,-1458.09366641507
N0322,2934.01377719229,-5143.91936777773,-2361.55835528514
N0323,2786.68478226568,-4679.76045239776,-3307.90339386671
N0324,2535.56224995933,-4935.96347882024,-3134.15376311217
N0325,1882.92101455649,-4881.67740184153,-3637.64048197065
N0326,2363.32847705359,-4868.67430840406,-3364.62100330858
N0327,2272.65462999755,-5248.44406040406,-2822.1779923286
N0328,2544.56832670161,-4745.17151675127,-3407.73143060046
N0329,2530.00983921145,-5353.75928422016,-2367.34839097481
N0330,2454.82965693735,-4902.23585017833,-3248.54256330794
N0331,2391.93624472655,-5337.19351278081,-2544.44627270859
N0332,2342.99669101077,-5003.6545058528,-3176.31693719975
N0333,2069.36977901175,-5368.6545169463,-2752.64585999687
N0334,3647.78907526785,-4362.16243375685,-2881.00970328121
N0335,3028.81606389162,-4561.49751780322,-3260.5515233092
N0336,1905.52486093261,-5151.45358116651,-3239.44137083226
N0337,2000.87156882187,-5528.50088489425,-2467.50945451809
N0338,2773.76173039059,-5105.76635656633,-2621.85885061099
N0339,3573.81906456503,-4926.61281879621,-1902.77505510876
N0340,2476.18084350683,-5349.80776290783,-2435.56579500798
N0341,3352.88430163349,-4235.52792778789,-3379.67632085191
N0342,2904.85382199984,-5188.78994048153,-2299.06917098465
N0343,1954.66699179833,-5090.78487225598,-3299.56355927599
N0344,2967.82316267271,-5216.24206011231,-2152.87881204888
N0345,2669.36876506769,-4618.31485949326,-3484.92308236603
N0346,2384.72425558166,-5454.59905172856,-2293.74826498976
N0347,2833.99557929502,-4922.36876186017,-2892.10011179237
N0348,3407.26998634469,-4965.62346321163,-2094.25654760702
N0349,2600.15829735687,-5592.83904521479,-1620.04134127127
N0350,1690.70296458333,-4806.88901927435,-3825.58330894267
N0351,2413.61705579389,-4661.59700564365,-3610.86967389316
N0352,2500.81474987598,-4639.28625520715,-3580.31324258064
N0353,2057.41175912661,-5791.16011996163,-1716.83532135203
N0354,2610.70051926507,-5452.07860256781,-2032.7102374844
N0355,3522.22277695428,-4868.81319903874,-2132.06863349871
N0356,3729.56015295515,-4602.59758743784,-2356.79708867104
N0357,3962.73266416689,-4519.29341117947,-2128.52990947851
N0358,3037.98912277368,-4357.73787109669,-3518.45764855972
N0359,3607.5146005258,-4684.86098050783,-2384.00204864946
N0360,2196.18785082665,-4671.81367838322,-3733.79122656975
N0361,3688.0764805139,-4358.48056896472,-2835.46861995616
N0362,3534.61685053789,-4877.53906040911,-2090.99064810247
N0363,1880.85719790979,-5934.50276265884,-1395.25845729167
N0364,1957.70926851878,-5664.8231028436,-2173.97083069557
N0365,3461.16273614614,-4428.07866719828,-3007.04504375501
N0366,2866.56822541468,-5067.63428928758,-2595.99956009648
N0367,3002.44740731445,-5213.45594226647,-2111.4332054412
N0368,3247.81850532896,-4260.04297024554,-3450.25176681612
N0369,2280.3831110769,-5558.56356355113,-2144.6110164235
N0370,2112.1374290041,-5504.10157736487,-2431.7042182893
N0371,2515.62047229095,-5055.30344824451,-2956.25243631554
N0372,2815.94585440195,-5367.30406395516,-1980.14619283882
N0373,3669.99013708415,-4927.17763517397,-1709.06734270654
N0374,2777.44283353878,-5112.45778466418,-2604.97790997954
N0375,1701.53218417597,-5324.33518147142,-3061.67670094464
N0376,1725.3669023125,-4874.87255768672,-3725.2018813167
N0377,3093.85865706153,-4478.26173515919,-3313.86892965954
N0378,2220.75628275473,-5507.63497902419,-2330.51962634926
N0379,2670.2821323817,-5332.00496740277,-2257.56995068319
N0380,3565.95576444113,-4465.88528965126,-2825.10503400439
N0381,3165.79259136355,-4670.1243375343,-2964.94696665464
N0382,3921.55226213813,-4802.93501999193,-1490.49537606795
N0383,1894.56090564418,-5046.37287368694,-3403.47186638604
N0384,2011.64062054252,-4895.09017267943,-3548.77156346789
N0385,2645.19363069859,-5451.67455883031,-1989.8923362998
N0386,2872.03889197195,-5516.72177196554,-1409.44430353291
N0387,3455.60378146063,-4140.82356790185,-3393.44547339169
N0388,1999.65940898835,-5847.03836862853,-1590.83509583195
N0389,2231.75584943175,-4796.22714003094,-3551.8729782814
N0390,2348.51386208012,-5668.50182756056,-1739.00339938474
N0391,2279.47057878795,-5286.30628140007,-2746.06550076688
N0392,2623.87597836672,-5411.19294781245,-2122.55414394501
N0393,2862.00012182833,-5329.77939003337,-2014.89862735454
N0394,1664.11358807595,-5182.65903858344,-3313.2440427623
N0395,4102.58530327776,-4559.59618380566,-1747.46632442841
N0396,2273.10833504255,-4758.82551411769,-3575.51333598729
N0397,3529.69099283684,-4904.43005616421,-2035.80615658914
N0398,3465.88610621749,-4954.40701769138,-2024.12247350266
N0399,3600.80778800438,-4373.90910396687,-2922.00476674203
N0400,3144.77342190246,-4380.08375575307,-3395.58800847277
N0401,2532.62370556904,-5358.66945240168,-2354.46626984318
N0402,1759.47988219807,-5704.01416964515,-2239.53850009232
N0403,2813.71936473838,-4259.53237585402,-3810.81396460177
N0404,2649.43096741533,-5542.45362193516,-1710.36003917151
N0405,3161.21497694864,-5166.46421295205,-1993.34487520078
N0406,2257.50421280457,-4611.51929779,-3771.54098338692
N0407,2256.01348728048,-5331.09061774436,-2678.0084477438
N0408,1988.37770357319,-5264.06143854215,-3002.2615872771
N0409,3322.25734818815,-5229.54182058801,-1512.27600091855
N0410,3100.82123591271,-4233.25745785991,-3613.47517765098
N0411,2112.3793982709,-5779.71367516261,-1686.27933759257
N0412,3325.85490722457,-4474.02144043763,-3089.18016227609
N0413,2979.74280573908,-4499.11025385348,-3388.85749603681
N0414,2865.43481303581,-5210.92816989502,-2298.5478323504
N0415,2016.1755614541,-4892.73229071456,-3549.42423423656
N0416,2362.58678569412,-5464.7425052604,-2291.36449019081
N0417,1811.09530704981,-4896.64702262471,-3654.58652604919
N0418,2098.36179575639,-5480.09092465824,-2497.98401936453
N0419,3373.69347467778,-4783.31472026504,-2525.92119360913
N0420,1889.79916627177,-5216.03747701487,-3143.97287456559
N0421,3747.37161180779,-4489.51307347171,-2538.66265808147
N0422,2254.91647271163,-4962.93282679619,-3300.90573218338
N0423,3681.68771717371,-4975.24334731071,-1537.04537303478
N0424,3071.67186390773,-5271.9910407841,-1852.35978501152
N0425,3020.33358375991,-4726.01626943813,-3026.90946203041
N0426,3639.8453302075,-4824.50258231125,-2034.16265342303
N0427,2872.22644422,-5333.46085426783,-1990.58324519975
N0428,3062.70129819875,-5299.16872022377,-1789.30737186098
N0429,3959.90603170206,-4789.77773473083,-1430.59919251451
N0430,2703.12900957703,-5431.61966811915,-1964.5182773338
N0431,2866.42069649626,-5521.34277756945,-1402.82760339194
N0432,2774.10613959198,-4585.39228550382,-3446.70639046356
N0433,3714.23123416791,-4922.44913945431,-1625.12972578073
N0434,2446.45601758497,-4879.2262275815,-3289.12570291171
N0435,2295.19216693765,-5485.17037433388,-2310.46141536675
N0436,2281.61142196834,-5401.70634601147,-2511.46988125158
N0437,1633.50496792089,-5259.99875383951,-3205.55865378022
N0438,3569.92408902126,-4017.29091857925,-3423.25066394057
N0439,1927.10144352461,-5823.79463090225,-1753.70160283409
N0440,2876.07047542561,-5387.16884151425,-1835.7087470021
N0441,2129.39110871983,-5722.37732140619,-1852.91574999513
N0442,2632.29200334583,-4506.68560303361,-3654.06509258052
N0443,3574.42967184125,-4463.57220067866,-2817.84702764025
N0444,3164.69563283174,-4795.27242967791,-2760.62211263289
N0445,1755.8820420546,-5194.70295759603,-3247.22228246429
N0446,2964.58351505474,-4422.43655328843,-3500.40563493908
N0447,4035.24407254665,-4685.37673345205,-1559.84366348568
N0448,1867.32240419119,-4901.14959756577,-3620.03785969109
N0449,3389.79842526915,-4958.24067546849,-2139.28442075915
N0450,2001.19119537061,-5260.76171774612,-2998.56477341924
N0451,2745.47175647554,-5104.06213040014,-2654.51725662915
N0452,2167.80240560127,-5743.64469815635,-1738.02306336552
N0453,2585.42298164509,-4427.5574548437,-3781.29070667636
N0454,3425.25883210444,-4655.68648823652,-2689.42283188955
N0455,3415.33416628186,-4236.51695174055,-3315.72474042098
N0456,3861.56064166867,-4514.47513469408,-2314.65302993177
N0457,2241.98557318223,-4648.45565411247,-3735.57014557371
N0458,3643.82110790699,-4548.45282719238,-2583.8933392094
N0459,3070.05715244751,-4605.15736313681,-3159.45569590137
N0460,1648.14844669274,-4968.10100300734,-3632.63001219564
N0461,2958.9235335089,-4692.68148618797,-3136.68036600017
N0462,2758.51063045967,-4438.80123847611,-3644.09010813895
N0463,3290.29121070625,-3957.68210240831,-3754.51066315736
N0464,2397.58906086076,-4960.431670767,-3204.58702299894
