NAME,LATITUDE[deg],LONGITUDE[deg],ALTITUDE[km]
N0219,-27.1667550523145,-72.6825811383233,0.017867009059719
N0220,-21.4891958112778,-60.1052101940872,0.165856312836459
N0221,-29.8482860539799,-71.9199450049642,0.0163412844508944
N0222,-12.8046959776919,-54.9149458977463,0.367826516637498
N0223,-21.8135007488139,-50.3194382025951,0.39594720323282
N0224,-37.3734284910715,-49.1522613169869,-0.00314399307052614
N0225,-20.2085486669599,-48.3910342048346,0.505870369262013
N0226,-28.3897228517056,-61.1744193022486,0.0886499103592898
N0227,-24.5769703953885,-61.103207351362,0.173249148618999
N0228,-32.5490576096108,-62.7175394231535,0.150596249021113
N0229,-13.2366459142122,-67.6511795068864,0.220901548850908
N0230,-36.6500618302031,-49.7591611887604,-0.00234822271257903
N0231,-35.5192913917914,-72.7644465696367,0.0175312134912615
N0232,-33.8673861468059,-72.131736454755,0.0164726494950178
N0233,-34.0159137504715,-52.3722733341494,0.00838571315450474
N0234,-34.1779564861571,-59.9895093363195,0.0543447862925327
N0235,-28.0965839838593,-72.6103116008035,0.0155717588794991
N0236,-36.936771650257,-64.1532637786368,0.145389616221424
N0237,-30.9913296708331,-64.7955471212489,1.08151396478258
N0238,-34.4953292288796,-53.3744333869193,0.00968809962680991
N0239,-18.6655597228397,-64.4592040245231,1.07770278162768
N0240,-21.7649087024224,-55.7139900266258,0.64112429216589
N0241,-14.7263600638259,-54.2454412186264,0.700543197989892
N0242,-27.6469849024652,-69.4175440635148,3.66341031501147
N0243,-20.45137131929,-50.2046827070903,0.447413999696615
N0244,-29.2348127444903,-54.6721750153099,0.295082683447986
N0245,-19.8476339745091,-63.3743124919358,0.943807568351855
N0246,-27.6374571582011,-67.6155755454281,1.59552586074139
N0247,-13.5325193081203,-54.8300346225174,0.478786944142753
N0248,-27.0859188022958,-65.1838394843432,0.376901702785089
N0249,-15.5525588581583,-48.7729595229369,0.824813049327366
N0250,-23.3990321472748,-52.5412274146645,0.329462217901388
N0251,-18.641481716438,-60.483919154752,0.372420904839753
N0252,-23.5556773331276,-55.6982370661563,0.439029627701958
N0253,-13.9542625545777,-72.3364590730688,4.57884247002525
N0254,-32.6830896314155,-67.8814232741396,0.58110273183872
N0255,-29.1078781224824,-62.2746242226915,0.106228931667734
N0256,-21.5519797003139,-56.8774418896891,0.395531936037637
N0257,-23.386270804464,-64.0360718035773,0.328958158935126
N0258,-37.5328011249345,-64.373850173165,0.255183502330771
N0259,-22.6174616671714,-72.5498420832911,0.0199730353002006
N0260,-29.180365135465,-66.9112310433813,2.18072072778699
N0261,-25.6374605896591,-62.6057814708472,0.240671620495042
N0262,-17.6418753618104,-72.8222714919235,0.0141576718305139
N0263,-22.4728544426024,-52.4211961048288,0.341850674199621
N0264,-28.1207444705166,-59.2612950483157,0.0707929779379187
N0265,-15.2096283189532,-52.4114897445363,0.673634084338958
N0266,-15.321874528761,-52.9926001999027,0.404101756974055
N0267,-18.5601718772483,-52.3236812877579,0.727746136125248
N0268,-14.5725083101878,-62.3424409090739,0.227555212664448
N0269,-33.1897638854989,-55.0487478363089,0.206209090956065
N0270,-32.9632815089371,-56.2149122462212,0.0912945304553891
N0271,-20.0215930756748,-69.4533894703506,1.8745537023634
N0272,-28.0642968928275,-65.6730097518177,1.0736899154751
N0273,-19.322332791622,-53.8600152685121,0.581368046143385
N0274,-21.7293047409641,-57.596447504543,0.215023585535269
N0275,-19.797233497583,-70.8120686291308,0.0199964805863902
N0276,-20.0663778171718,-51.1027167748673,0.374634587261568
N0277,-22.092594387472,-64.5878011038936,2.4082836230319
N0278,-29.4037668250053,-64.1357002455907,0.26609317670345
N0279,-20.3420437929416,-58.8334058412041,0.119965631616043
N0280,-35.7253826235539,-69.6330664497489,2.19809802311196
N0281,-21.7157146025522,-56.5217945830998,0.315110400299045
N0282,-30.1717949551865,-59.7963883779461,0.0411642766293283
N0283,-24.4527496939305,-51.6593795004112,0.844083120294697
N0284,-15.8172700124408,-54.1625895167061,0.651570698174517
N0285,-26.9635634933894,-58.2903602158606,0.0773318208104425
N0286,-33.6840862876662,-50.6687138308625,0.00581140948802909
N0287,-17.0865605743539,-56.0654528892438,0.131653954413217
N0288,-24.3896379677065,-64.2840711193085,0.901021797002388
N0289,-37.0414845780197,-60.0688656099927,0.215625049292972
N0290,-30.9999387003015,-51.7128391740903,0.0228892597442231
N0291,-33.1918913638647,-53.6242969659736,0.0127987524756124
N0292,-16.9640615507327,-52.4975596898224,0.604049868906305
N0293,-34.8451119273645,-72.3191577538937,0.0178409996978891
N0294,-33.4000058124308,-62.0723707733547,0.125417209480674
N0295,-25.4199144627526,-58.5368080645971,0.0980694676972296
N0296,-19.5003971161323,-57.4563580442948,0.0978497320998861
N0297,-21.823365212755,-71.4302150591883,0.0143464383041904
N0298,-36.9991976436689,-71.599798492575,1.58311819537621
N0299,-16.7815945151642,-51.3679085148815,0.616580682963288
N0300,-18.7202600578872,-50.7629532912108,0.519294353526809
N0301,-15.5427452560713,-50.666715224258,0.305570262784569
N0302,-33.1328840111535,-69.6068732817224,5.04648381973571
N0303,-14.6279823414646,-52.4976639863093,0.304271527356803
N0304,-36.5161562005133,-49.1271414982281,-0.0032008814944671
N0305,-17.6981631361871,-48.2196957056968,0.844517519198045
N0306,-29.594215667571,-68.3731781829489,1.30953374404296
N0307,-30.3334671409025,-67.1125434494636,0.754864191557832
N0308,-13.9411750858841,-51.1914176365786,0.224293307957675
N0309,-17.0577330323671,-60.7742352653641,0.350102300677426
N0310,-27.4512764505815,-60.2335919400368,0.0955737418251829
N0311,-20.7593736879804,-61.844899239086,0.32569304232087
N0312,-31.2426750539535,-51.5267554287923,0.00705843133321171
N0313,-16.2899630997283,-59.3277282433714,0.214271592497645
N0314,-31.3453486181075,-53.7563455151656,0.307957575812161
N0315,-21.5662552455749,-60.8898394751315,0.206108642833692
N0316,-25.0024766041443,-68.7735760631382,3.85017598118708
N0317,-18.8486055521055,-63.3369854090908,0.454535509053353
N0318,-13.670093918019,-65.6251761396067,0.176243468956729
N0319,-22.99141295482,-55.4571882690104,0.481451433480115
N0320,-15.3695773483578,-65.4474479410553,0.188584035366781
N0321,-13.3030015533804,-67.3728643142026,0.20036085338254
N0322,-21.8742076371676,-60.3002187570558,0.176728059616283
N0323,-31.4425923970261,-59.2272189331833,0.0868052283931777
N0324,-29.6228909033923,-62.8108217632914,0.101916038547744
N0325,-34.9890399733042,-68.9077800070903,1.3422190986551
N0326,-32.0420654602079,-64.1073592498002,0.442452444549225
N0327,-26.4166320643,-66.5866681178504,3.82651802350808
N0328,-32.5035796032304,-61.7978460169853,0.136733008079177
N0329,-21.9240401703045,-64.7061285823612,1.9715678009536
N0330,-30.816910181994,-63.4002540980933,0.127218156189171
N0331,-23.6523153682017,-65.8598106853477,3.46228987598157
N0332,-30.0608862526533,-64.9083236610556,0.199285126445591
N0333,-25.7172191015525,-68.9206396044328,4.09101676744405
N0334,-27.0245726308434,-50.0964817318118,0.810818846282943
N0335,-30.9424495314446,-56.4159989462774,0.250623012523379
N0336,-30.7000046817586,-69.7005447633567,4.11633518410024
N0337,-22.9046579170063,-70.1038285095263,1.31733156280828
N0338,-24.4305903866564,-61.4865093737778,0.191537096934153
N0339,-17.4706916019184,-54.0424562968977,0.628379593073264
N0340,-22.5841630317663,-65.162744166545,3.38731776357625
N0341,-32.2048373399791,-51.6345268548161,0.0070776914324195
N0342,-21.2673055418615,-60.7584752384846,0.190197923106535
N0343,-31.3477740149236,-68.9951173543442,1.30591762904487
N0344,-19.8569439988383,-60.3619374342551,0.207496668032674
N0345,-33.3334058058604,-59.9722479010337,0.0209986250417813
N0346,-21.2011359693022,-66.3852843724588,4.36060648822728
N0347,-27.1402780870163,-60.0693232502646,0.0961535811455267
N0348,-19.2951325728535,-55.5431908680327,0.136576587926669
N0349,-14.8119780615494,-65.0658839761121,0.177295132229584
N0350,-37.0829996555033,-70.6219527925933,1.38944979411372
N0351,-34.7026463023399,-62.6264091715805,0.129540322970928
N0352,-34.3683722318468,-61.6730410270267,0.113852426629601
N0353,-15.7077753253317,-70.4415206968512,4.48416837249796
N0354,-18.7027013327939,-64.4128035547737,1.57061860710557
N0355,-19.656077731194,-54.1170702294526,0.557620570459906
N0356,-21.8271544150669,-50.9815838734068,0.377580795643707
N0357,-19.621965550595,-48.7541660154491,0.611620480134684
N0358,-33.6954167581142,-55.1177885133856,0.125438545309755
N0359,-22.0925051434862,-52.4024110141687,0.252447253484593
N0360,-36.060549646132,-64.8221017472083,0.282358405244646
N0361,-26.5636956055945,-49.7626351965883,0.916238448547559
N0362,-19.2630759259514,-54.0702016304108,0.390287042125063
N0363,-12.7148629769752,-72.4147203092998,2.75693303194963
N0364,-20.0602666763404,-70.9353346667417,0.0169116913104217
N0365,-28.3086959366727,-51.9873995186237,0.795598845297299
N0366,-24.1745313122284,-60.5048076258064,0.167015086603585
N0367,-19.4594566413944,-60.062210239173,0.186312745864769
N0368,-32.9600978642051,-52.6784281683985,0.00981943292325822
N0369,-19.7661546229693,-67.6942645148347,3.72100461680338
N0370,-22.5506999131528,-69.0062533180724,2.2455806183619
N0371,-27.7924160215503,-63.5441404440646,0.167286935163609
N0372,-18.2058597030611,-62.3163355764078,0.335147944525577
N0373,-15.6450934859668,-53.3195520958954,0.460203029416196
N0374,-24.2633188218639,-61.4861120715673,0.190010398971525
N0375,-28.8739064921503,-72.2773440594679,0.0128977667493861
N0376,-35.9506857245465,-70.5095670473806,2.45005689555624
N0377,-31.5053343299801,-55.360897908295,0.148539412202806
N0378,-21.5582571869987,-68.0400111057516,4.15910912138549
N0379,-20.8633332456291,-63.398170601436,0.863682560736451
N0380,-26.4581780500515,-51.393055016032,1.13961358029837
N0381,-27.8812540205108,-55.8673666660522,0.143297062667171
N0382,-13.604107618101,-50.7686782125704,0.209590546001625
N0383,-32.4425389172242,-69.4223467892606,2.84205784628936
N0384,-34.0221272320124,-67.6597553114219,0.519142206706325
N0385,-18.294068151244,-64.1169885897157,1.8437820827056
N0386,-12.8516338904163,-62.4982406286515,0.165880458798549
N0387,-32.3517111010159,-50.1542963280595,0.00519968649105481
N0388,-14.5296857256581,-71.1195551615299,4.20555182507546
N0389,-34.0567754935272,-65.0467403495436,0.369862694948212
N0390,-15.925108144444,-67.4953108810798,0.886548675272316
N0391,-25.6514014874359,-66.6741546047731,4.07930549913519
N0392,-19.5614281745914,-64.1313518772048,1.6220562577123
N0393,-18.5367137940772,-61.7649642648478,0.324353785237262
N0394,-31.4994732958262,-72.1985587330994,0.0130518937370243
N0395,-16.0039530521743,-48.0200867584534,1.1527981337809
N0396,-34.3150949227694,-64.4679840215333,0.255715685208242
N0397,-18.7360864647832,-54.2576448971208,0.310296140703838
N0398,-18.6249992975616,-55.0250493554981,0.201224890340311
N0399,-27.4400328259636,-50.5371814904908,0.933742141917569
N0400,-32.3737966591836,-54.3227466967063,0.143040143508073
N0401,-21.797424863883,-64.703563510442,2.33157886196983
N0402,-20.6920439203233,-72.8569179024347,0.0196191471220594
N0403,-36.9257101690516,-56.5524450958951,0.0138760216640471
N0404,-15.6578559463647,-64.4510380019206,0.210957856475029
N0405,-18.3312121826369,-58.5387020254688,0.407782249284532
N0406,-36.4832356122244,-63.9165928960855,0.171585737674028
N0407,-24.973062456992,-67.0628671689717,3.88129655414759
N0408,-28.2416535285961,-69.3070994157377,4.5166061468284
N0409,-13.8059384914608,-57.5727557408962,0.569134083278731
N0410,-34.7319644184932,-53.7775746523764,0.0102807194535326
N0411,-15.4228734934343,-69.923568498913,3.86325314925411
N0412,-29.1558022592477,-53.3739813927906,0.383529386356124
N0413,-32.3018936669463,-56.483649868883,0.155269188056574
N0414,-21.2621541638682,-61.1940662038951,0.218344653037068
N0415,-34.029297030498,-67.60463637016,0.507504883746675
N0416,-21.1795223355664,-66.6195940030364,3.94267033655861
N0417,-35.17294369036,-69.7023614477377,1.7696268082414
N0418,-23.1978860171968,-69.0478379769939,2.80950047547353
N0419,-23.4821106844498,-54.8045102721567,0.35676356522191
N0420,-29.7056417081531,-70.0842686981821,3.83213414281165
N0421,-23.607108318483,-50.1484352939056,0.48049875731447
N0422,-31.3673465504625,-65.5652510267055,0.323539925497163
N0423,-14.036851146229,-53.4985020266839,0.444369875316264
N0424,-16.9949215645413,-59.7732192958115,0.218458781638742
N0425,-28.5159913685247,-57.4178998818239,0.0738303574767815
N0426,-18.7191108640372,-52.9672770850674,0.734410549602337
N0427,-18.3052170719976,-61.6962220068072,0.312223676589467
N0428,-16.3998732032719,-59.97385636497,0.305248103288273
N0429,-13.0477612511943,-50.4180625275327,0.203950623681927
N0430,-18.0550242354884,-63.5420603001686,1.10559939032057
N0431,-12.7902909320268,-62.5637897424697,0.168530063603367
N0432,-32.9217409714226,-58.826575812477,0.055165721793834
N0433,-14.8591796899024,-52.963641609188,0.331798238492795
N0434,-31.2436492057255,-63.3707010092543,0.205368791504052
N0435,-21.364981151775,-67.2938155516022,3.80537482777345
N0436,-23.3249887312879,-67.1014282193042,4.193626740822
N0437,-30.3671140327431,-72.7476957203111,0.0119429170695226
N0438,-32.6704663338933,-48.3744381995287,-0.00190983538576562
N0439,-16.0562219484505,-71.6905512325422,3.59384313781543
N0440,-16.8371302465615,-61.9033916402624,0.4134281232456
N0441,-16.9887283043418,-69.5889348680568,4.36472296085009
N0442,-35.1780748353703,-59.7113971486741,0.0566521680727853
N0443,-26.3855255061228,-51.312245250499,1.03150391518453
N0444,-25.8143769310389,-56.5767216835528,0.133253679342785
N0445,-30.8024882444658,-71.3240296522267,0.230724727185191
N0446,-33.5000767257996,-56.1640481569171,0.11640911211829
N0447,-14.2494860366683,-49.2635814079845,0.378429682849926
N0448,-34.7939777661553,-69.1433185760134,1.6068013861964
N0449,-19.726694322483,-55.6407707379855,0.128025177696593
N0450,-28.2060713368031,-69.173209537041,4.0514559920668
N0451,-24.7548528209584,-61.724220555287,0.186876128119638
N0452,-15.9082381440365,-69.3221758169225,3.86046332334698
N0453,-36.592911150536,-59.7176826447331,0.122711851477558
N0454,-25.1001630523243,-53.6575213516865,0.699201227273831
N0455,-31.5257556729139,-51.1254350037432,0.00599518575414029
N0456,-21.4176344165195,-49.4572100186521,0.409879823573967
N0457,-36.0809322809712,-64.251632595226,0.198742517555739
N0458,-24.0533319958268,-51.3013560639701,0.526866179070148
N0459,-29.8857149070994,-56.3103438227486,0.119738230987717
N0460,-34.9410503063542,-71.6469344394035,0.213342785254251
N0461,-29.6492646781491,-57.7669275221727,0.0727238671931227
N0462,-35.0682127647885,-58.1409514995483,0.0465827757588305
N0463,-36.2937388258026,-50.2609405743708,-0.00118147718816457
